shape_id,shape_path
129,"[[-64.0795943826909, -31.4649915284669], [-64.082935833018, -31.464997037159], [-64.083727582118, -31.4650034289994], [-64.0841948347, -31.4650277645], [-64.0843083072, -31.4650395736], [-64.0844788483, -31.4651415616], [-64.0846987671, -31.4652678639], [-64.0849045776, -31.4653702898], [-64.0851994398, -31.465396862], [-64.0855395094, -31.4653985768], [-64.0859259544, -31.4653748016], [-64.0862298937, -31.4653671737], [-64.0864864615, -31.4652756345], [-64.0867080805, -31.4651038547], [-64.0869057165, -31.4650007251], [-64.0872099534, -31.4650171383], [-64.0902874256, -31.4650282024], [-64.0914118624, -31.4650311644], [-64.0922590107, -31.4650504948], [-64.0940919866, -31.4650282976], [-64.0956007438, -31.4650087874], [-64.0968830612, -31.4650138277], [-64.1008307323, -31.4650011239], [-64.1027043462, -31.4649675335], [-64.1029286497, -31.464960447], [-64.1030151213, -31.4649126196], [-64.1031835521, -31.464758421], [-64.1036802455, -31.4642793161], [-64.1043299626, -31.463682919], [-64.1054377939, -31.462595971], [-64.1067292205, -31.4613402012], [-64.1080395203, -31.4601021081], [-64.1085339621, -31.4595898311], [-64.1099663522, -31.4581560377], [-64.1106618147, -31.4574931743], [-64.1117206416, -31.4564555551], [-64.1126114164, -31.4556145143], [-64.1133689066, -31.4548651909], [-64.1157223835, -31.4525659491], [-64.1163806943, -31.4519062331], [-64.1171528716, -31.4511642011], [-64.1175565013, -31.4507491075], [-64.1177005771, -31.450548033], [-64.1178573644, -31.4502750978], [-64.1179671304, -31.4501125194], [-64.1180608943, -31.4499612845], [-64.1182002415, -31.4497943584], [-64.1183778281, -31.4495993684], [-64.1185472406, -31.4494370055], [-64.1187576075, -31.449258603], [-64.1188601817, -31.4491398], [-64.1195645242, -31.4486393585], [-64.1200278867, -31.4482571816], [-64.1208719488, -31.4474296634], [-64.1214944267, -31.4468263848], [-64.1216420659, -31.4466528802], [-64.1217936018, -31.4465484126], [-64.1218835669, -31.446448008], [-64.1222548154, -31.4462375916], [-64.12244385, -31.4460755051], [-64.1226310412, -31.44588339], [-64.1227607773, -31.4457427081], [-64.1229506263, -31.4455738142], [-64.1230368763, -31.4454961201], [-64.1230828823, -31.4454498665], [-64.1232388639, -31.4452719608], [-64.1234057501, -31.4451276631], [-64.1234930952, -31.4450251817], [-64.1237166734, -31.4448015361], [-64.1242150517, -31.4443420235], [-64.1244951176, -31.4440434862], [-64.1248820541, -31.4436454446], [-64.1252738557, -31.4432845227], [-64.1255905898, -31.4429866123], [-64.1258526462, -31.4427426681], [-64.1262403139, -31.4423838812], [-64.1266153446, -31.4419881516], [-64.1269359715, -31.4416816577], [-64.1271818315, -31.4413077692], [-64.127317472, -31.4409814403], [-64.1274222765, -31.440598396], [-64.1275312485, -31.4401255697], [-64.1276325553, -31.4398420353], [-64.1277657473, -31.4394951765], [-64.1279415347, -31.4391730761], [-64.1279840887, -31.439110668], [-64.1281789664, -31.4389516166], [-64.1282660281, -31.4388749515], [-64.1283856798, -31.4387242252], [-64.1284959275, -31.4386118874], [-64.1286394575, -31.4384038324], [-64.1287550165, -31.438124811], [-64.1288626813, -31.4377943853], [-64.1288895854, -31.4374177639], [-64.1289850436, -31.4372447351], [-64.1290813035, -31.4370936513], [-64.1293819503, -31.436752405], [-64.1297627444, -31.4363494465], [-64.1305749328, -31.4355545653], [-64.1314238418, -31.4347326248], [-64.1317994797, -31.4343255304], [-64.1323060395, -31.43390776], [-64.1330697772, -31.4335197774], [-64.133860968, -31.4331327644], [-64.134508931, -31.4328758968], [-64.1350886329, -31.4326950971], [-64.1357743082, -31.4325062287], [-64.1366489513, -31.4322500657], [-64.1373149313, -31.4320113998], [-64.1376191842, -31.4318483534], [-64.1378953385, -31.4317536053], [-64.1382662785, -31.431787715], [-64.1386515414, -31.4318487427], [-64.1391318071, -31.432007531], [-64.1393826168, -31.4321070407], [-64.1396930662, -31.4322575418], [-64.1399049901, -31.4323712086], [-64.1401002267, -31.4324994994], [-64.1402446474, -31.4325974831], [-64.1404335699, -31.4327321901], [-64.1408521659, -31.4330180197], [-64.1414892527, -31.4331393467], [-64.1422242496, -31.4331386765], [-64.1428648361, -31.433063082], [-64.1438769761, -31.4329940585], [-64.1445636916, -31.4329891339], [-64.1451169495, -31.4331176422], [-64.1457176317, -31.4332182121], [-64.1468889542, -31.4332629477], [-64.1487635273, -31.4332488629], [-64.1497177772, -31.4332540716], [-64.1502928364, -31.4332092955], [-64.1505820662, -31.4331560257], [-64.1508201797, -31.4331212523], [-64.1512562946, -31.4330596463], [-64.1516524143, -31.4330340879], [-64.1523833753, -31.4330338321], [-64.1531844148, -31.4330359497], [-64.1536380296, -31.4330469771], [-64.1552048378, -31.4330479584], [-64.1564812102, -31.4330238899], [-64.1579360225, -31.4330360064], [-64.1587973764, -31.4330377895], [-64.1596331004, -31.4330377628], [-64.160274254, -31.4330251805], [-64.1607653358, -31.4329926234], [-64.1611251819, -31.4329279195], [-64.1614395885, -31.4328285144], [-64.1618074726, -31.4326870051], [-64.1622489386, -31.4324930957], [-64.1626652899, -31.4322756765], [-64.1630996154, -31.432055725], [-64.1635559277, -31.4318159882], [-64.1643027916, -31.4314455488], [-64.1645668167, -31.431340681], [-64.1648598228, -31.4312539815], [-64.1652357775, -31.43116804], [-64.1656101875, -31.4310985006], [-64.1660296553, -31.4310382554], [-64.1664170373, -31.4309754192], [-64.1669320795, -31.4308624194], [-64.1674548953, -31.4306926399], [-64.1683766699, -31.430268304], [-64.169032328, -31.4299265374], [-64.1695416287, -31.4296350338], [-64.169956779, -31.4293312016], [-64.1702738295, -31.4290335819], [-64.1707675113, -31.4285280522], [-64.1711092046, -31.428217318], [-64.1717270214, -31.4277192122], [-64.1721832713, -31.4273168757], [-64.1730337031, -31.4264769251], [-64.1741904739, -31.425332985], [-64.1746148816, -31.4249153604], [-64.175175761, -31.424378667], [-64.1755106844, -31.4240006529], [-64.1758004391, -31.423670694], [-64.1760086165, -31.4235306347], [-64.176158621, -31.4234587064], [-64.1764030961, -31.423377589], [-64.1767252401, -31.4232771428], [-64.1773282984, -31.4230955111], [-64.1777088894, -31.4229981516], [-64.1780685623, -31.422904507], [-64.1785025995, -31.4228006808], [-64.1789015799, -31.4226875844], [-64.1799054882, -31.4224234225], [-64.1809594711, -31.4221599075], [-64.1821535865, -31.4218181754], [-64.1833520484, -31.4215587671], [-64.1840222672, -31.4213798619], [-64.184781115, -31.4212037009], [-64.1858126535, -31.420926142], [-64.1863270677, -31.4207730707], [-64.1874001289, -31.420510896], [-64.1881897098, -31.4202880371], [-64.188850082, -31.420069547], [-64.1867047817, -31.4152149435], [-64.1864565319, -31.4146458489], [-64.1858336845, -31.4129234851], [-64.185817491, -31.4128753001], [-64.1858421421, -31.4128328335], [-64.1951746204, -31.4100685606], [-64.1952606072, -31.4100193945], [-64.1953222426, -31.4099500091], [-64.1953194378, -31.4098321077], [-64.1952778527, -31.4097233449], [-64.1940860624, -31.406495551], [-64.1937455142, -31.4055884107], [-64.1937241915, -31.4054804196], [-64.1937728761, -31.4053906667], [-64.1940822712, -31.4050178955], [-64.194533546, -31.4043744889], [-64.1948417752, -31.4038767165], [-64.1953306291, -31.4030350943], [-64.1955840456, -31.4025537779], [-64.1959335064, -31.4019261359], [-64.1961835522, -31.4015104347], [-64.1965051226, -31.4010506563], [-64.1968562381, -31.4006544424], [-64.1971353861, -31.4003885698], [-64.1972918247, -31.4001309897], [-64.1974114717, -31.3998741966], [-64.1974870266, -31.3996615317], [-64.1976460187, -31.3993714805], [-64.1978875118, -31.3989494382], [-64.1982952241, -31.3983254553], [-64.1985788051, -31.3979683137], [-64.1989319895, -31.3976312346], [-64.1995593584, -31.397080827], [-64.2002822346, -31.3964670326], [-64.2007689861, -31.3960511032], [-64.2011066338, -31.3956838194], [-64.201331142, -31.3952881503], [-64.2017648525, -31.3946136949], [-64.2022038583, -31.3937730581], [-64.2027924003, -31.3926155136], [-64.2031365134, -31.3919676678], [-64.2034004174, -31.3915568946], [-64.2035416042, -31.3912366481], [-64.203621301, -31.3910255131], [-64.2036771022, -31.3908589149], [-64.2038650947, -31.390696734], [-64.2042091617, -31.3905484821], [-64.2046770465, -31.3903930589], [-64.2072301766, -31.3895714805], [-64.2103687462, -31.3885564998], [-64.213331478, -31.3876287858], [-64.2158181337, -31.3868201443], [-64.216991676, -31.3864254397], [-64.2180589214, -31.386094643], [-64.2187075394, -31.3858973444], [-64.2191312958, -31.3857179203], [-64.2194462059, -31.3854885113], [-64.2198946986, -31.3851041759], [-64.2203981413, -31.3846806341], [-64.2210088178, -31.3842528157], [-64.2215352897, -31.3838708335], [-64.2222725242, -31.3833634445], [-64.2227817343, -31.3830053801], [-64.2231893256, -31.3826723356], [-64.2234287182, -31.3823758698], [-64.2235736945, -31.382001552], [-64.2235596263, -31.3817126384], [-64.2234494889, -31.3814068656], [-64.2233002613, -31.3811957264], [-64.223102394, -31.3809133935], [-64.2230003836, -31.3806118532], [-64.2229608329, -31.3802495011], [-64.2230379949, -31.3799507196], [-64.2232130166, -31.379720419], [-64.2241968273, -31.3785369651], [-64.2250504106, -31.3776177758], [-64.2269540673, -31.3755363576], [-64.228725275, -31.3735998024], [-64.2300987665, -31.3719678003], [-64.2325944668, -31.3690529665], [-64.2343077871, -31.3670034442], [-64.2351636598, -31.3657406112], [-64.2360370913, -31.3643605356], [-64.2372602777, -31.3626758757], [-64.237858656, -31.3615781056], [-64.2381957208, -31.3609191883], [-64.2386767451, -31.3600463037], [-64.238903148, -31.3596414367], [-64.2390916166, -31.3592921858], [-64.2392951472, -31.3590657346], [-64.2397302984, -31.3586449775], [-64.2411450484, -31.3574124514], [-64.2431371965, -31.3554810147], [-64.2457623977, -31.3530173039], [-64.2464753219, -31.3523700918], [-64.2470876159, -31.3518369668], [-64.2474607489, -31.3514563236], [-64.2477167482, -31.3510504654], [-64.2480451971, -31.3503852293], [-64.2484604181, -31.3497432053], [-64.2490344818, -31.3488191932], [-64.2504696779, -31.3464880004], [-64.2512681807, -31.3451746327], [-64.2517379169, -31.3444225359], [-64.2525158059, -31.3431288586], [-64.252785256, -31.3427526806], [-64.2528232006, -31.3426713411], [-64.2532261816, -31.3424408189], [-64.2540756155, -31.3419606835], [-64.2551306718, -31.3413653193], [-64.255279633, -31.3412671811], [-64.2554297402, -31.3411785269], [-64.2555191243, -31.3411207783], [-64.2557201382, -31.3410090084], [-64.2560598647, -31.340840949], [-64.2569873694, -31.3403260982], [-64.2579966385, -31.3397439666], [-64.2592000943, -31.3390120379], [-64.2601158339, -31.338391883], [-64.2606232256, -31.337621535], [-64.2620665444, -31.3366710021], [-64.2623593236, -31.3364995353], [-64.2628851514, -31.3374743894], [-64.2634595461, -31.3399898056], [-64.2637585352, -31.3418584776], [-64.2649806081, -31.341828867], [-64.2652543198, -31.3417959449], [-64.2671086141, -31.3418058305], [-64.2671201827, -31.3418585112], [-64.2672011399, -31.3419210695], [-64.267266677, -31.3419638724], [-64.2680627995, -31.342196843], [-64.2691287379, -31.3425499332], [-64.2698538026059, -31.3412167233883], [-64.2698922218038, -31.3407998368765], [-64.2733593723946, -31.3408823996998], [-64.2733843031537, -31.3444928828358], [-64.2738633181142, -31.3446765128493]]"
106,"[[-64.1694216189, -31.4278148299], [-64.1694324989, -31.4274047686], [-64.1696340687, -31.426883587], [-64.1700630693, -31.4259084275], [-64.170401817, -31.4252347634], [-64.1705958055, -31.4250853905], [-64.1711802529, -31.4248980941], [-64.1717191526, -31.4246991145], [-64.1722387929, -31.4245155843], [-64.1738726887, -31.4234948551], [-64.1745638521, -31.4226509159], [-64.1754891673, -31.4208117354], [-64.1757769951, -31.4196551662], [-64.1908219856, -31.4151796472], [-64.1909828036, -31.4146279148], [-64.1880440785, -31.4069881093], [-64.1876609895, -31.4055877961], [-64.1871017704, -31.4056219398], [-64.1826359343, -31.4045591103], [-64.1825668141, -31.4042488071], [-64.1825261255, -31.4037143566], [-64.1803993398, -31.3986187692], [-64.1758186733, -31.4000537627], [-64.1758565957, -31.3974441532], [-64.1740707567, -31.3980059095], [-64.168022739, -31.3836725179], [-64.165697111, -31.3780991866], [-64.1623996468, -31.3766575728], [-64.1619459419, -31.376474209], [-64.1615110382, -31.3763652658], [-64.1604753433, -31.3763547162], [-64.1574918219, -31.3771686264], [-64.1566851426, -31.3747553842], [-64.1597407071, -31.3739656667], [-64.1597231581, -31.3733515699], [-64.1571847667, -31.3733169342], [-64.156953086, -31.3731944779], [-64.1564919354, -31.372492604], [-64.1563350955, -31.3724223347], [-64.1557991771, -31.3724475517], [-64.1536332532, -31.3664596178], [-64.149029532, -31.3653632478], [-64.1481718601, -31.3656067666], [-64.1477352499, -31.3655965131], [-64.1476635027, -31.3596502538], [-64.1472935645, -31.3597979733], [-64.147030282, -31.3609046503], [-64.1468851291, -31.3612535415], [-64.1466220516, -31.3614802359], [-64.1451277579, -31.3621760574], [-64.1447404199, -31.3622867537], [-64.1440529463, -31.3624383141], [-64.1432763867, -31.3625222512], [-64.1406949002, -31.3628489078], [-64.1381906931, -31.3631652642], [-64.1363564129, -31.363426132], [-64.1342809971, -31.3637236529], [-64.1336531182, -31.363526597], [-64.1333529998, -31.3629059128], [-64.1329827387, -31.3627784362], [-64.1329767932, -31.3612081077], [-64.1319987082, -31.3611192386], [-64.1319223478, -31.3610034183], [-64.1318206971, -31.358649509], [-64.1315492882, -31.3586539495], [-64.1314723678, -31.3536745345], [-64.1303484315, -31.3536863159], [-64.1303563086, -31.354156259], [-64.1315048199, -31.3541512281], [-64.131581577, -31.3586209149], [-64.1318491646, -31.358623094], [-64.1319442771, -31.360982849], [-64.1320134737, -31.3610893778], [-64.1330072697, -31.3611813317], [-64.1330020488, -31.3627611798], [-64.1333887468, -31.362879393], [-64.1336811175, -31.3635069048], [-64.1342790253, -31.3637001907], [-64.1363456343, -31.363376744], [-64.1381828182, -31.3631183252], [-64.1406923755, -31.3628027004], [-64.14327877, -31.3624974211], [-64.1440550436, -31.3624078689], [-64.1447295401, -31.3622667726], [-64.1451274504, -31.3621430083], [-64.1460580397, -31.3617100288], [-64.1466009046, -31.3614626065], [-64.1468502817, -31.3612424634], [-64.1469912179, -31.3608946707], [-64.1472537558, -31.3597651971], [-64.1476650556, -31.3596051107], [-64.147614251, -31.3557266075], [-64.1475767466, -31.3524017386], [-64.1475761101, -31.3486360256], [-64.1463234807, -31.3475464952], [-64.1457110782, -31.3475965906], [-64.1458628857, -31.3488842503], [-64.1438986935, -31.3488673591], [-64.1438034646, -31.3477154066], [-64.1456722737, -31.3475452889], [-64.146363698, -31.3475000898], [-64.1475786864, -31.3485522135], [-64.1476185506, -31.3471884673], [-64.1478821913, -31.3471906903]]"
120,"[[-64.1900002171, -31.5051854471], [-64.189901142, -31.503374833], [-64.189717106, -31.5002633683], [-64.1911285931, -31.5002892725], [-64.1911410846, -31.499475392], [-64.194909768, -31.4994745313], [-64.2009025058, -31.4994745286], [-64.2013076838, -31.4994276009], [-64.2071028244, -31.4994939466], [-64.2113895212, -31.4995198623], [-64.2114056472, -31.4981663176], [-64.2129425317, -31.4981824414], [-64.2130031748, -31.4981176106], [-64.2126921182, -31.497734067], [-64.2086516251, -31.4922373632], [-64.2086764882, -31.4919309634], [-64.2075860381, -31.4904861444], [-64.2057773802, -31.4879783998], [-64.2050504068, -31.4867904249], [-64.2047586841, -31.4859612904], [-64.2044068178, -31.4851526492], [-64.2040406941, -31.4841769935], [-64.203824581, -31.483603892], [-64.2041325014, -31.4836085289], [-64.2133862951, -31.4834412437], [-64.2133240453, -31.4823771675], [-64.2130379037, -31.4810672595], [-64.2123075885, -31.4784548644], [-64.2234196318, -31.4762460809], [-64.2244211167, -31.4799153428], [-64.2272727672, -31.4793808464], [-64.2274863384, -31.4795602935], [-64.2330943652, -31.4795401662], [-64.233109473, -31.4774645754], [-64.2338028505, -31.4769058388], [-64.2344051165, -31.4763645969], [-64.2346345895, -31.4761566894], [-64.234799467, -31.4760114594], [-64.2310564388, -31.4728710377], [-64.22370082, -31.4666910775], [-64.2248208478, -31.4656190417], [-64.226262062, -31.4644017215], [-64.2275594679, -31.4654717934], [-64.2284525327, -31.4662083704], [-64.231513075, -31.4687268284], [-64.234525658, -31.466108009], [-64.2346844294, -31.4659889626], [-64.2347946063, -31.4658437795], [-64.2348797996, -31.4656912862], [-64.2349089785, -31.465599626], [-64.2349742737, -31.4655315646], [-64.2351263738, -31.4654977757], [-64.2352343106, -31.4654807708], [-64.2354188036, -31.465470365], [-64.2358059941, -31.4652421255], [-64.236034687, -31.4652079884], [-64.2384463452, -31.4651868825], [-64.2383980985, -31.4637932382], [-64.2384295059, -31.4636807699], [-64.2384996867, -31.4635802013], [-64.2386063617, -31.4635035774], [-64.2387526038, -31.4634564993], [-64.2424022077, -31.4634665381], [-64.2426197825, -31.463424836], [-64.2437990315, -31.463455098], [-64.2443646369, -31.4635043769], [-64.244775659, -31.4635922442], [-64.2464011727, -31.4635991716], [-64.252281437, -31.4635522108]]"
8,"[[-64.2358726296, -31.3689329468], [-64.2371325708, -31.3704444296], [-64.2292453628, -31.3770218465], [-64.2301008545, -31.3777566116], [-64.2319677597, -31.3795778843], [-64.2261305486, -31.3828629548], [-64.2244067336, -31.3840173291], [-64.2233448084, -31.3827409536], [-64.2220277704, -31.3836509084], [-64.2205337957, -31.3847827992], [-64.2190941178, -31.3859825321], [-64.2178156567, -31.3871035439], [-64.2160010106, -31.3887934541], [-64.2130614703, -31.3915226163], [-64.2121875745, -31.3923522951], [-64.2123659633, -31.392563323], [-64.2125193031, -31.3927658535], [-64.2172678117, -31.4034945943], [-64.212593625, -31.4049782698], [-64.2008117584, -31.4084900317], [-64.1953593547, -31.4100765636], [-64.1911246819, -31.4113035108], [-64.185712723, -31.4129618267], [-64.1790805674, -31.4149520359], [-64.1770105166, -31.4155463719], [-64.1761051286, -31.4158677354], [-64.1762380547, -31.4163993574], [-64.1762437986, -31.4168082878], [-64.1761265824, -31.418274007], [-64.1758406302, -31.4196294025], [-64.1753671725, -31.4211411235], [-64.1744346605, -31.4229930618], [-64.1742996989, -31.4231567689], [-64.1739992077, -31.4234122959], [-64.1737221805, -31.4236779621], [-64.1732301723, -31.4239984843], [-64.1726635689, -31.4242985517], [-64.1722235518, -31.4245303056], [-64.1718605197, -31.4247028743], [-64.1711058134, -31.424942909], [-64.1708595556, -31.425001394], [-64.1705921488, -31.4255635884], [-64.1702894992, -31.4260983676], [-64.169816052, -31.42668511], [-64.1696041938, -31.4271242858], [-64.1695484417, -31.4273001431], [-64.1695415643, -31.4277048021], [-64.169685767, -31.4282659596], [-64.1677697639, -31.4285353216], [-64.1655864136, -31.4289229898], [-64.1651341057, -31.429030732], [-64.1617446257, -31.4295459961], [-64.1609884164, -31.4296584974], [-64.1589671156, -31.4307279831], [-64.1570935326, -31.4308207415], [-64.1570917174, -31.4279726939], [-64.156114065, -31.4280589021], [-64.1566056843, -31.4318023336], [-64.1517633107, -31.4322563595], [-64.1484554015, -31.4325621663], [-64.148533334, -31.4332257328], [-64.1485143269, -31.4333584614], [-64.1458178884, -31.4333491625], [-64.1448112258, -31.4331736099], [-64.1441131837, -31.4330116344], [-64.1435974044, -31.4329608133], [-64.1428762274, -31.4330377348], [-64.1419030028, -31.4331954817], [-64.1410399313, -31.4331091189], [-64.1391999438, -31.4330905767], [-64.1392035688, -31.4380136149], [-64.1390988067, -31.4380948169], [-64.1391061218, -31.4411156723], [-64.1317653777, -31.4411465887], [-64.1317735469, -31.441846685], [-64.1345175012, -31.4418319355], [-64.1345530963, -31.4438355663], [-64.1362465513, -31.445094252], [-64.1349535521, -31.4464409561], [-64.1356886252, -31.4469301235], [-64.1363426384, -31.4469117635], [-64.1364696794, -31.4482800723], [-64.1363108782, -31.4485171535], [-64.1370457215039, -31.4495428562539], [-64.1354604949928, -31.4504675748962], [-64.1357206282843, -31.450660074428]]"
138,"[[-64.2694419558197, -31.3836123111585], [-64.2695427, -31.3866041], [-64.2727393324, -31.3864713483], [-64.2730695576, -31.386280813], [-64.2734513416, -31.3862232978], [-64.2744619463, -31.3853126349], [-64.2771344342, -31.3877282686], [-64.2750121644, -31.3894728542], [-64.2748549592, -31.3896358083], [-64.2747875856, -31.3897987622], [-64.2745742357, -31.3897700057], [-64.2695674553, -31.3899067985], [-64.2697309, -31.3941351], [-64.2697496, -31.3945129], [-64.2696853, -31.3945696], [-64.269529, -31.3947032], [-64.2692187, -31.3949686], [-64.2687276, -31.3951493], [-64.2678638, -31.3952433], [-64.2677887, -31.3952455], [-64.2675464, -31.3952437], [-64.2665939, -31.3952466], [-64.2664201, -31.3952385], [-64.2656525, -31.3952502], [-64.2650421, -31.3951958], [-64.2604249, -31.3944236], [-64.2597889, -31.394283], [-64.2594164, -31.3942892], [-64.2592133, -31.3942926], [-64.2586489, -31.3943216], [-64.2579001, -31.3945335], [-64.2578498, -31.3945513], [-64.2570573, -31.3948322], [-64.2567439, -31.3949474], [-64.2544146, -31.3957989], [-64.2533079, -31.3961974], [-64.2532296, -31.3962256], [-64.2518392, -31.3966426], [-64.2516339, -31.3966664], [-64.2514383, -31.3966305], [-64.2513442, -31.3965875], [-64.2512569, -31.3965396], [-64.2509549, -31.396491], [-64.2418998, -31.3960347], [-64.2409246, -31.3960347], [-64.2406316, -31.3960668], [-64.2403902, -31.3960945], [-64.2399231, -31.3962178], [-64.2394822, -31.3963598], [-64.2356221, -31.3976023], [-64.2321907, -31.3987067], [-64.2315109, -31.3989272], [-64.230671, -31.3991995], [-64.2299856, -31.3994166], [-64.2171845, -31.403484], [-64.2107156, -31.405523], [-64.2103796, -31.4056321], [-64.2060977, -31.4069165], [-64.204602, -31.4073414], [-64.2045144, -31.4073647], [-64.202089, -31.4080553], [-64.2014796, -31.4082276], [-64.201311, -31.4082742], [-64.200721, -31.4084439], [-64.1993631, -31.4088526], [-64.1980421, -31.4092515], [-64.1972614, -31.4094831], [-64.1966537, -31.409671], [-64.1954078, -31.4100309], [-64.1952536, -31.4100276], [-64.1938998, -31.4104208], [-64.1903989945, -31.4114766075], [-64.1897975046, -31.4116761317], [-64.1884497, -31.4120842], [-64.1857371, -31.4128832], [-64.1843452, -31.4133051], [-64.1838584, -31.4134526], [-64.1830411, -31.4137003], [-64.1818917, -31.4140482], [-64.1816911, -31.4141089], [-64.1803649, -31.4145103], [-64.1799135, -31.4146469], [-64.1790527, -31.4149074], [-64.1777752, -31.4152869], [-64.1773291, -31.4154182], [-64.1770936, -31.4154918], [-64.1769909, -31.415522], [-64.1769273, -31.4155451], [-64.1765096401, -31.4156875283], [-64.1761265407, -31.4158471566], [-64.1761638, -31.4160495], [-64.1762496, -31.4165622], [-64.1762267, -31.4170436], [-64.1761552, -31.417617], [-64.1760465, -31.4182780225], [-64.1760121, -31.4184573], [-64.1759401, -31.4188211], [-64.1758577, -31.4192776], [-64.1757606, -31.419658], [-64.175583, -31.4203543], [-64.1753419, -31.4210398], [-64.1752225, -31.4213798], [-64.1751487, -31.4215457], [-64.1748019, -31.4223246], [-64.1745702, -31.422786], [-64.1744071, -31.4230058], [-64.174244, -31.4231816], [-64.1741421, -31.4232712], [-64.1740209, -31.423372], [-64.1739007, -31.4234892], [-64.1737119, -31.4236723], [-64.1737145, -31.4236707], [-64.1734372, -31.4238407], [-64.1731626, -31.4240092], [-64.173066, -31.4240642], [-64.1729051, -31.4241557], [-64.172639, -31.4242875], [-64.1722013, -31.4244999], [-64.1718322, -31.4246537], [-64.1714803, -31.4247563], [-64.1711198, -31.4248734], [-64.1708537, -31.4249394], [-64.1704074, -31.4250346], [-64.1700383, -31.4251078], [-64.1697293, -31.4251737], [-64.1695062, -31.4252104], [-64.1693259, -31.425225], [-64.1691794, -31.4252223], [-64.1690936, -31.425149], [-64.1690164, -31.4250465], [-64.1689649, -31.4249513], [-64.1688447, -31.4248341], [-64.168716, -31.4247389], [-64.1686044, -31.4246656], [-64.1684585, -31.4245851], [-64.1683126, -31.4244898], [-64.1681495, -31.4243946], [-64.1679263, -31.4242628], [-64.1677632, -31.4241749], [-64.1675744, -31.4240943], [-64.1674027, -31.4240357], [-64.1671369, -31.4239712], [-64.1668284, -31.4239535], [-64.1662678, -31.4239354], [-64.1661911, -31.4239329], [-64.1659243, -31.423947], [-64.1653719, -31.4239762], [-64.1648526, -31.4240036], [-64.1647335, -31.4240099], [-64.1643984, -31.4240411], [-64.1633473, -31.424139], [-64.1621055, -31.424255], [-64.1614901, -31.4243125], [-64.1608483, -31.4243724], [-64.1595926, -31.4244896], [-64.1583405, -31.4246066], [-64.1577261, -31.4246639], [-64.1570656, -31.4247256], [-64.1558361, -31.4248404], [-64.1420989977, -31.4261306837], [-64.1416288, -31.4228679], [-64.1403795, -31.4229863], [-64.1397532, -31.4230457], [-64.1391689, -31.4231009], [-64.1378709, -31.4232235], [-64.137054, -31.4233007], [-64.1362557, -31.4233761], [-64.1354951, -31.4234479], [-64.1347006, -31.423523], [-64.1335224, -31.4235301], [-64.1324261, -31.4235367], [-64.1313081, -31.4235434], [-64.1300545, -31.4235509], [-64.1289013, -31.4235578], [-64.1277728, -31.4235646], [-64.127436, -31.4236481], [-64.1271025, -31.4237308], [-64.1266365, -31.4237237], [-64.1255116, -31.4237064], [-64.1243977, -31.4236892], [-64.1233158, -31.4236726], [-64.1220264, -31.4236528], [-64.1206771, -31.4236321], [-64.1192703, -31.4236105], [-64.1182311, -31.4235945], [-64.1170999, -31.4235771], [-64.1160166, -31.4235605], [-64.1153339, -31.42355], [-64.1141286, -31.4235315], [-64.1130821, -31.4235155], [-64.1120159205, -31.4234709978], [-64.1119628205, -31.4262877986], [-64.1147332922, -31.426319605], [-64.1144854398, -31.4273528527]]"
80,"[[-64.0575101065025, -31.389243738917], [-64.0595124263018, -31.3958758375773], [-64.0662568916394, -31.407809430545], [-64.0671047205476, -31.4094261798], [-64.0673707144, -31.4104516097], [-64.0677749563, -31.4110026538], [-64.0680295057, -31.4127639259], [-64.0687172925, -31.4152718685], [-64.0747095448, -31.4140072411], [-64.0754225825, -31.4135903779], [-64.0769065298, -31.411043257], [-64.0798862529, -31.4093718918], [-64.0810456411, -31.4086722926], [-64.0847025395, -31.4050862189], [-64.0869684742, -31.404082623], [-64.0901886139, -31.4032933886], [-64.0929060176, -31.4026943782], [-64.0965800838, -31.4030589403], [-64.0970105917, -31.4030232083], [-64.1013098789, -31.4022175990999], [-64.1059228391, -31.4018091146], [-64.1079807372, -31.4024359336], [-64.1085674494, -31.4024143691], [-64.1094006481, -31.4020669403], [-64.1102877345, -31.4018177492], [-64.1115902916, -31.4016404398], [-64.1162028153, -31.4029014605], [-64.1195073513, -31.4025048862], [-64.1220313272, -31.4022950877], [-64.1230873431, -31.4023034739], [-64.1267171941, -31.4029916915], [-64.1320197999, -31.4035014877], [-64.1384301499, -31.4030991528], [-64.1388358284, -31.4031401761], [-64.1396040293, -31.4034129507], [-64.142773938, -31.405234911], [-64.1448542338, -31.4059058183999], [-64.1453349961, -31.4060154001], [-64.1463195636, -31.4060933334], [-64.1476058534, -31.4064728337], [-64.148086227, -31.4067235741], [-64.1496911026, -31.40768988], [-64.1502332112, -31.4086091799], [-64.151715638, -31.4097328847], [-64.1518419636, -31.4098395008], [-64.1570734489, -31.4112726413], [-64.1582501739, -31.4081493771], [-64.1671324261, -31.4105054509], [-64.1732065723, -31.4122266626], [-64.173575532, -31.4122355165], [-64.1739291301, -31.4123211925], [-64.1743835865, -31.4123128057], [-64.1754058191, -31.4119966357], [-64.1869232184, -31.4085114958]]"
